group,file_name,reference_text,predicted_text,WER,CER,Accuracy (%)
0011,0011_001594.txt,"Yes, I miss her.","Yes, I miss her",0.25,0.062,75.0
0011,0011_001580.txt,Toast from the bread fruit tree.,Toast from the breadfruit tree?,0.5,0.062,50.0
0011,0011_001557.txt,"Blackbird, and Jay.","Blackbird, and Jay?",0.333,0.053,66.67
0011,0011_001543.txt,Pussy can sit by the fire and sing.,Pussy can sit by the fire and sing!,0.125,0.029,87.5
0011,0011_001423.txt,I thought you meant how old are you?,"I thought you meant, how old are you?",0.125,0.028,87.5
0011,0011_001437.txt,I think it'll encourage me.,I think it'll encourage me.,0.0,0.0,100.0
0011,0011_001609.txt,A raging fire was in his eyes.,A raging fire was in his eyes.,0.0,0.0,100.0
0011,0011_001621.txt,I am a selfish sinner.,I am a selfish sinner.,0.0,0.0,100.0
0011,0011_001635.txt,"If not, I shall go no further.","If not, I shall go no further.",0.0,0.0,100.0
0011,0011_001634.txt,"Hurry up, hurry up!",Hurry up! Hurry up!,0.25,0.053,75.0
0011,0011_001620.txt,Her paw went into your eye?,Her paw went into your eye!,0.167,0.037,83.33
0011,0011_001608.txt,"However, somebody killed something.","However, somebody killed something.",0.0,0.0,100.0
0011,0011_001436.txt,How I hate this foul pool!,How I hate this foul pool!,0.0,0.0,100.0
0011,0011_001422.txt,And what are doves. And what are doves.,And what are doves? And what are doves?,0.25,0.051,75.0
0011,0011_001542.txt,Wake now my merry tads!,"Wake down, my Mary Tads!",0.4,0.217,60.0
0011,0011_001556.txt,The eye could not catch them.,The eye could not catch them!,0.167,0.034,83.33
0011,0011_001581.txt,"First, issue a reward.","First, issue a reward.",0.0,0.0,100.0
0011,0011_001595.txt,A boat put out on the bay.,A boat put out on the bay.,0.0,0.0,100.0
0011,0011_001740.txt,So Tom saw night as it were broad daylight.,So Tom saw night as it were broad daylight?,0.111,0.023,88.89
0011,0011_001742.txt,Why should I purchase my own?,Why should I purchase my own?,0.0,0.0,100.0
0011,0011_001583.txt,Fresh pain seized Paul's body.,Fresh pain sees Paul's body?,0.4,0.133,60.0
0011,0011_001597.txt,"Fur flew through the air, teeth gnashed.","Fur flew through the air, teeth gnashed!",0.143,0.025,85.71
0011,0011_001568.txt,"I said you looked like an egg, sir.","I said, you look like an egg, sir!",0.375,0.114,62.5
0011,0011_001540.txt,What an impetuous boy he is!,What an impotentious boy he is!,0.167,0.143,83.33
0011,0011_001554.txt,He dreamt them all night.,He dreamt them all not?,0.2,0.16,80.0
0011,0011_001408.txt,That was his chief thought.,That was his chief thought.,0.0,0.0,100.0
0011,0011_001434.txt,A divine wrath made her blue eyes awful.,A divine wrath made her blue eyes awful!,0.125,0.025,87.5
0011,0011_001420.txt,At the roots of a bush of a grass.,At the roots of a bush of a grass.,0.0,0.0,100.0
0011,0011_001636.txt,How rash you !,How rash you?,0.5,0.143,50.0
0011,0011_001622.txt,Ask god to help you.,Ask God to help you!,0.2,0.05,80.0
0011,0011_001623.txt,"Pick, pick, pick!","Pick, pick, pick?",0.333,0.059,66.67
0011,0011_001637.txt,What would they do at the end of the year?,What would they do at the end of the year?,0.0,0.0,100.0
0011,0011_001421.txt,As rich as Peter's son in law!,As rich as Peter's son-in-law?,0.429,0.1,57.14
0011,0011_001435.txt,The name really is an agedaged man.,The name really is an aged-aged man!,0.286,0.057,71.43
0011,0011_001409.txt,On the twenty second of last march.,on the 22nd of last March.,0.286,0.314,71.43
0011,0011_001555.txt,This speech roused dame ilse to anger.,This speech rouse Dame Ilse to anger?,0.286,0.053,71.43
0011,0011_001541.txt,Can I lodge here tonight?,Can I lodge here? Tonight?,0.2,0.04,80.0
0011,0011_001569.txt,Sam waved his arm vaguely.,"Sam waved his arm, vaguely.",0.2,0.038,80.0
0011,0011_001596.txt,Clear are your eyes and bright your breath!,Clear your eyes and brat your breath!,0.25,0.163,75.0
0011,0011_001582.txt,Age forty five if a day a lie.,Age 45 of a day lie.,0.5,0.433,50.0
0011,0011_001743.txt,And what does it mean?,And what does it mean?,0.0,0.0,100.0
0011,0011_001724.txt,And she caught at the brooch.,And she caught at the brooch!,0.167,0.034,83.33
0011,0011_001730.txt,She keeps saying I'm hers.,She keeps saying I'm hers,0.2,0.038,80.0
0011,0011_001718.txt,The name of the song is called haddocks.,The name of the song is called Haddix?,0.125,0.125,87.5
0011,0011_001526.txt,this turn goes to the hill.,This turn goes to the hill.,0.0,0.0,100.0
0011,0011_001532.txt,I thank you for this mercy!,I thank you for this mercy!,0.0,0.0,100.0
0011,0011_001491.txt,We expected Tom would jump for joy.,We expect a Tom would jump for joy!,0.429,0.086,57.14
0011,0011_001485.txt,Suppose I take grandmother a fresh vegetable.,Suppose I take grandmother a fresh vegetable?,0.143,0.022,85.71
0011,0011_001452.txt,"From August eighteenth, of their divorce.",from August 18th of their divorce?,0.333,0.244,66.67
0011,0011_001446.txt,They'd never know I'd regular ran away.,They'd never know I'd regularly run away.,0.286,0.077,71.43
0011,0011_001693.txt,He is old fashioned but he is the best of men.,"He is old-fashioned, but he is the best of men.",0.182,0.043,81.82
0011,0011_001687.txt,A voice said: Come in.,"A voice said, Come in?",0.4,0.091,60.0
0011,0011_001650.txt,Her kind and firm glance.,Her kind and firm glance.,0.0,0.0,100.0
0011,0011_001644.txt,Off for the prison ship.,Off for the prison ship!,0.2,0.042,80.0
0011,0011_001678.txt,I know you .,I know you!,0.5,0.167,50.0
0011,0011_001679.txt,These words behind the ears is nonsense.,These words behind the ears is nonsense!,0.143,0.025,85.71
0011,0011_001645.txt,Do you think it's a woozle?,Do you think it's a... ...Woozle?,0.333,0.222,66.67
0011,0011_001651.txt,The ladybug told them proudly.,The ladybug told them proudly.,0.0,0.0,100.0
0011,0011_001686.txt,"One two three, where is your breakfast.","One, two, three, where is your breakfast?",0.429,0.077,57.14
0011,0011_001692.txt,She has a high voice.,She has a high voice?,0.2,0.048,80.0
0011,0011_001447.txt,please excuse me.,Please excuse me?,0.333,0.059,66.67
0011,0011_001453.txt,He was still in the forest!,He was still in the forest?,0.167,0.037,83.33
0011,0011_001484.txt,By hook or by crook.,By hook or by crook!,0.2,0.05,80.0
0011,0011_001490.txt,And they did push so!,And they did push so?,0.2,0.048,80.0
0011,0011_001533.txt,I smell the breath of an English.,I smell the breath of an English?,0.143,0.03,85.71
0011,0011_001527.txt,Cos I know I had some honey.,Cause I know I had some honey.,0.143,0.107,85.71
0011,0011_001719.txt,How could I dig burrows with short toe nails?,How could I dig a burrow with short toenails?,0.444,0.089,55.56
0011,0011_001731.txt,She'll be feverish after so much thinking.,She'll be feverish after so much thinking!,0.143,0.024,85.71
0011,0011_001725.txt,She has no place for hot peper .,She has no place for hot pepper!,0.25,0.094,75.0
0011,0011_001733.txt,You gain for nothing girl!,You came for nothing girl!,0.2,0.115,80.0
0011,0011_001727.txt,It's part of my secret.,It's part of my secret?,0.2,0.043,80.0
0011,0011_001531.txt,It must come sometimes to jam a day.,It must come sometimes at J to Damn.,0.5,0.222,50.0
0011,0011_001525.txt,To catch that bulrush root with my paw!,To catch that bull rush route with my paw?,0.5,0.128,50.0
0011,0011_001519.txt,The owl flew into a bush.,The owl flew into a bush.,0.0,0.0,100.0
0011,0011_001486.txt,A tick a tack too.,A tick attack two.,0.6,0.111,40.0
0011,0011_001492.txt,Does the one that wins get the crowned?,Does the one that wins get the crown?,0.125,0.051,87.5
0011,0011_001445.txt,The nastiest things they saw were the cobwebs.,The nastiest things they saw were the cobwebs?,0.125,0.022,87.5
0011,0011_001451.txt,Said the American to Chinese.,said the American to Chinese.,0.0,0.0,100.0
0011,0011_001479.txt,All my gum tips gone as well.,All my gum tips can't as well!,0.286,0.172,71.43
0011,0011_001684.txt,"Chapter eighteen, the return journey.",Chapter 18 The Return Journey,0.4,0.27,60.0
0011,0011_001690.txt,There goes the shawl again!,There goes the shawl again!,0.0,0.0,100.0
0011,0011_001647.txt,She and i are running a neck and neck race.,She and I are running a neck and neck race.,0.0,0.0,100.0
0011,0011_001653.txt,I have a soothsayer.,I have a soothsayer?,0.25,0.05,75.0
0011,0011_001652.txt,I am run off my feet.,I'm run off my feet.,0.333,0.095,66.67
0011,0011_001646.txt,We can not do it sir.,"We cannot do it, sir!",0.667,0.143,33.33
0011,0011_001691.txt,The end of february fourteenth.,The end of February 14th!,0.2,0.29,80.0
0011,0011_001685.txt,"The straw, charcoal and the pea.","The straw, charcoal and the pee?",0.167,0.062,83.33
0011,0011_001478.txt,The art quite safe with me.,"The art, quite safe with me.",0.167,0.037,83.33
0011,0011_001450.txt,Rabbit gave dog a hurrying up sort of nudge.,Rabbit gave Dog a hurrying up sort of a nudge.,0.111,0.045,88.89
0011,0011_001444.txt,Take courage all isn't lost yet.,"Take courage, all isn't lost yet.",0.167,0.031,83.33
0011,0011_001493.txt,To buy two pork chops.,To buy two pork chops?,0.2,0.045,80.0
0011,0011_001487.txt,A hippo lives in the zoo.,A hippo lives in the zoo?,0.167,0.04,83.33
0011,0011_001518.txt,Look out! said Alice.,Look out! said Alice.,0.0,0.0,100.0
0011,0011_001524.txt,"You know, answers to the name of Tom's son.","You know, answers to the name of Tom's son?",0.111,0.023,88.89
0011,0011_001530.txt,And would spoil my joke.,and would spoil my joke.,0.0,0.0,100.0
0011,0011_001726.txt,They are made of wood.,They are made of wood?,0.2,0.045,80.0
0011,0011_001732.txt,where are you going?,Where are you going?,0.0,0.0,100.0
0011,0011_001736.txt,Over them swooped the eagles.,Over them swooped the eagles!,0.2,0.034,80.0
0011,0011_001722.txt,A special pot too.,A special part two?,0.5,0.222,50.0
0011,0011_001508.txt,The squire himself showed perfect.,The squire himself showed perfect!,0.2,0.029,80.0
0011,0011_001534.txt,Rare rabbit had a little apron.,Rare Rabbit had a little apron?,0.167,0.032,83.33
0011,0011_001520.txt,Our King George is labourers.,Our King George's laborers?,0.6,0.138,40.0
0011,0011_001483.txt,Be off now as quick you may!,Be off now as quick as you may!,0.143,0.107,85.71
0011,0011_001497.txt,Confess that you opened the thirteenth door.,Confess that you opened the thirteenth door?,0.143,0.023,85.71
0011,0011_001468.txt,I do not eat bread.,I do not eat bread.,0.0,0.0,100.0
0011,0011_001440.txt,In which fox loses a tail and its elder sister finds one.,In which Fox loses a tail and its eldest sister finds one?,0.167,0.053,83.33
0011,0011_001454.txt,Are you a regular darkey really?,Are you a regular Darkie? Really?,0.167,0.062,83.33
0011,0011_001681.txt,He could not help doing so.,He could not help doing so.,0.0,0.0,100.0
0011,0011_001695.txt,I know how to obey orders.,I know how to obey orders!,0.167,0.038,83.33
0011,0011_001642.txt,Give me your hand or I will cry harder than before.,Give me your hand or I will cry harder than before,0.091,0.02,90.91
0011,0011_001656.txt,I must have two to fetch and carry.,I must have two to fetch and carry?,0.125,0.029,87.5
0011,0011_001657.txt,I would scoff at these followers.,I would scoff at these followers!,0.167,0.03,83.33
0011,0011_001643.txt,And has you slain him?,And has you slain him?,0.0,0.0,100.0
0011,0011_001694.txt,Now I understand.,Now I understand.,0.0,0.0,100.0
0011,0011_001680.txt,Your path now goes south.,Your path now goes south.,0.0,0.0,100.0
0011,0011_001455.txt,A deafening chirruping rent the air.,A deafening chirruping rent the air?,0.167,0.028,83.33
0011,0011_001441.txt,I chose the right way.,I choose the right way.,0.2,0.045,80.0
0011,0011_001469.txt,"Not much use is it, sam?",Not much use is it Sam?,0.167,0.042,83.33
0011,0011_001496.txt,I don't paint a tiger.,I don't paint a tiger!,0.2,0.045,80.0
0011,0011_001482.txt,Her fair jaw cracker dwarf language must be!,A fair-jaw cracker-dwarf language must be!,0.625,0.114,37.5
0011,0011_001521.txt,Finn and the fairy shoemaker.,Finn and the fairy shoemaker,0.2,0.034,80.0
0011,0011_001535.txt,I blinked my eyes hard.,I blinked my eyes hard.,0.0,0.0,100.0
0011,0011_001509.txt,If they mother knew it.,If they mother knew it!,0.2,0.043,80.0
0011,0011_001723.txt,Why did I wake up!,Why did I wake up?,0.2,0.056,80.0
0011,0011_001737.txt,But mom I'm not certain about.,"But mom, I'm not certain about.",0.167,0.033,83.33
0011,0011_001709.txt,"He owed mister Lawson, I can't tell you how.","He old Mr Lawson, I can tell you how.",0.333,0.182,66.67
0011,0011_001721.txt,Called out the cloud.,Called out to the cloud?,0.5,0.19,50.0
0011,0011_001735.txt,But things haven't change yet.,But things haven't changed yet!,0.4,0.067,60.0
0011,0011_001523.txt,I am from towel land.,I am from Towland!,0.4,0.19,60.0
0011,0011_001537.txt,Let the glass globe be.,Let the glass globe be!,0.2,0.043,80.0
0011,0011_001494.txt,They found a cow grazing in a field.,They found a cow grazing in the field.,0.125,0.083,87.5
0011,0011_001480.txt,Then there was a report.,Then there was a report,0.2,0.042,80.0
0011,0011_001457.txt,Hannibal came to see you.,Hannibal came to see you?,0.2,0.04,80.0
0011,0011_001443.txt,Story twenty nine a boy and a monkey.,"Story 29, A Boy and a Monkey?",0.375,0.324,62.5
0011,0011_001696.txt,You woke me up!,You woke me up!,0.0,0.0,100.0
0011,0011_001682.txt,Alice I won't forget it again.,Alice! I won't forget it again!,0.333,0.067,66.67
0011,0011_001669.txt,But show me now your map!,But show me now YOUR map!,0.0,0.0,100.0
0011,0011_001655.txt,"This was the twenty fifth of november, seventeen eighty three.",This was the 25th of November 1783?,0.6,0.548,40.0
0011,0011_001641.txt,We have showed his shark tooth.,We have showed his shartooth!,0.333,0.097,66.67
0011,0011_001640.txt,Both side were softly curved.,Both sides were softly curved?,0.4,0.069,60.0
0011,0011_001654.txt,She laughed.,She laughed?,0.5,0.083,50.0
0011,0011_001668.txt,He showed no signs of age.,He showed no signs of age!,0.167,0.038,83.33
0011,0011_001683.txt,They had been named Tom and Jerry.,They had been named Tom and Jerry?,0.143,0.029,85.71
0011,0011_001697.txt,How Tom and Jerry went to visit mister Sam.,How Tom and Jerry went to visit Mr. Sam?,0.222,0.14,77.78
0011,0011_001442.txt,She may mind ye of her.,She may mind you of her.,0.167,0.087,83.33
0011,0011_001456.txt,Your midget wife can never sing a song.,Your midget wife can never sing a song?,0.125,0.026,87.5
0011,0011_001481.txt,And I never had a whooping cough why.,"And I never had a whooping cough, why?",0.25,0.054,75.0
0011,0011_001495.txt,Aha what have i we here?,Uh-huh. What have I we here?,0.167,0.25,83.33
0011,0011_001536.txt,She has eaten the tapioca all of it.,She has eaten the tapioca all of it,0.125,0.028,87.5
0011,0011_001522.txt,Am I an absolute pauper?,Am I an absolute papa?,0.2,0.125,80.0
0011,0011_001734.txt,"Another one, ten thousand dollars.","Another one? $10,000?",0.8,0.647,20.0
0011,0011_001720.txt,Goat Billy asked the old chinese guy.,Goat Billy asked the old Chinese guy?,0.143,0.027,85.71
0011,0011_001708.txt,Perhaps you think is a queer title for this chapter.,Perhaps you think it is a queer title for this chapter.,0.1,0.058,90.0
0011,0011_001705.txt,The fisherman and his wife see George every day.,The fisherman and his wife see George every day?,0.111,0.021,88.89
0011,0011_001711.txt,I am safe back again.,I am safe! Back again!,0.4,0.095,60.0
0011,0011_001739.txt,"And be with you,Tom!",And be with you Tom!,0.5,0.05,50.0
0011,0011_001507.txt,Tom and Michael woke up next morning.,Tom and Michael woke up next morning?,0.143,0.027,85.71
0011,0011_001513.txt,Mister lawson saw george last night.,Mr. Lawson saw George last night?,0.333,0.167,66.67
0011,0011_001498.txt,Said the witch.,said the witch.,0.0,0.0,100.0
0011,0011_001473.txt,how suspicious this fox.,How suspicious this fox!,0.25,0.042,75.0
0011,0011_001467.txt,"I suppose no, it doesn't!","I suppose no, it doesn't!",0.0,0.0,100.0
0011,0011_001671.txt,I say I will be emperor.,"I say, I will be Emperor?",0.333,0.083,66.67
0011,0011_001665.txt,I've just shot a stag.,I've just shot a stag!,0.2,0.045,80.0
0011,0011_001659.txt,The song is called Ways and Means.,The song is called Ways and Means?,0.143,0.029,85.71
0011,0011_001658.txt,"Mum shuts one's mouth up, doesn't it.","Mom shuts one's mouth, doesn't it?",0.571,0.135,42.86
0011,0011_001664.txt,Slam the doors and wedge them!,Slam the doors and wedge them!,0.0,0.0,100.0
0011,0011_001670.txt,"Chew leaves quickly, said rabbit.","Chew leaves quickly, said Rabbit.",0.0,0.0,100.0
0011,0011_001466.txt,Shall we let barbara in?,Should we let Barbara in?,0.2,0.125,80.0
0011,0011_001472.txt,"How are you, dear child?",How are you? Dear child?,0.2,0.042,80.0
0011,0011_001499.txt,I've hit the wrong nose.,I've hit the wrong nose.,0.0,0.0,100.0
0011,0011_001512.txt,"Clown, to call him joey.",Clown! To call him Joey?,0.4,0.083,60.0
0011,0011_001506.txt,I guess it's a choice feast.,I guess it's a choice feast.,0.0,0.0,100.0
0011,0011_001738.txt,Paul's teeth ached because of lemon.,Paul's teeth ached because of lemon?,0.167,0.028,83.33
0011,0011_001710.txt,Why it is just like the round egg which sounds thin.,"Why, it is just like a round egg which sounds thin.",0.182,0.077,81.82
0011,0011_001704.txt,How do you like you dirty bird!,How do you like you dirty bird?,0.143,0.032,85.71
0011,0011_001712.txt,Father has yellow eyes.,Father has yellow eyes?,0.25,0.043,75.0
0011,0011_001706.txt,Please invite Tom if there is not requires.,"Please, invite Tom if there is not requires.",0.125,0.023,87.5
0011,0011_001510.txt,Act drop second act scene.,Act drop. Second act. Scene?,0.6,0.115,40.0
0011,0011_001504.txt,Here am i whom you seek.,"Here, Emma. Whom you seek?",0.667,0.25,33.33
0011,0011_001538.txt,But one requires the explorer to furnish proofs.,But one requires the explorer to furnish proofs?,0.125,0.021,87.5
0011,0011_001464.txt,And we are so thirsty!,And we are so thirsty!,0.0,0.0,100.0
0011,0011_001470.txt,Tom now let our arrows fly!,"Tom, now we let our arrows fly!",0.333,0.148,66.67
0011,0011_001458.txt,The octopus has eight legs.,The octopus has eight legs!,0.2,0.037,80.0
0011,0011_001699.txt,His hope will cheat him.,His hope will cheat him.,0.0,0.0,100.0
0011,0011_001666.txt,We may join with that power.,We may join with that power?,0.167,0.036,83.33
0011,0011_001672.txt,No admittance except on party business.,No admittance except on part of business?,0.5,0.103,50.0
0011,0011_001673.txt,I'd just as soon swim your way as others do.,I'd just as soon swim your way as others do.,0.0,0.0,100.0
0011,0011_001667.txt,Chapter eleven on the doorstep.,"Chapter 11, On the Doorstep?",0.4,0.226,60.0
0011,0011_001698.txt,She came back to the valley.,She came back to the valley?,0.167,0.036,83.33
0011,0011_001459.txt,Zero four three a silver shilling is journey.,"043, a silver shilling is journey?",0.5,0.356,50.0
0011,0011_001471.txt,She was born on april nineteen forty three.,She was born on April 1943?,0.375,0.488,62.5
0011,0011_001465.txt,Tom could hardly speak for laughing.,Tom could hardly speak for laughing!,0.167,0.028,83.33
0011,0011_001539.txt,Cuckoos is downheaded and cry.,Cuckoos is down headed and crying?,0.6,0.167,40.0
0011,0011_001505.txt,He was killed by an arrow.,He was killed by an arrow?,0.167,0.038,83.33
0011,0011_001511.txt,We nightly dance our heyday guise.,We nightly dance out heyday guys!,0.333,0.118,66.67
0011,0011_001707.txt,I owe them five hundred dollars.,I owe them $500?,0.5,0.656,50.0
0011,0011_001713.txt,Give me a fine fat goose.,Give me a fine fat goose,0.167,0.04,83.33
0011,0011_001717.txt,At length they came to a sharp bend.,"At length, it came to a sharp end.",0.375,0.167,62.5
0011,0011_001703.txt,I am loath to see him go.,I am loath to see him go!,0.143,0.04,85.71
0011,0011_001529.txt,A large flat ferry boat was moored beside it.,A large flat ferryboat was moored beside it.,0.222,0.022,77.78
0011,0011_001515.txt,"He might call it, for example.",He might call it. For example...,0.333,0.1,66.67
0011,0011_001501.txt,"It's me piglit, help help!","It's me, Piglet! Help, help!",0.6,0.154,40.0
0011,0011_001449.txt,Then we all say aha!,"Then we all say, aha!",0.2,0.05,80.0
0011,0011_001461.txt,"Midyear is day, shire year.","Mid-year is day, shy year?",0.6,0.185,40.0
0011,0011_001475.txt,I'd far go without them than eat them!,"I'd far go without them, then eat them.",0.375,0.079,62.5
0011,0011_001688.txt,She has felt shy of it.,She has felt shivit!,0.5,0.261,50.0
0011,0011_001663.txt,She said in subdued voice.,She said in subdued voice?,0.2,0.038,80.0
0011,0011_001677.txt,The end part is fish mouth.,The end part is fish mouth.,0.0,0.0,100.0
0011,0011_001676.txt,Can your name be more hilarious?,Can your name be more hilarious?,0.0,0.0,100.0
0011,0011_001662.txt,I believe you are one of them!,I believe you're one of them.,0.429,0.1,57.14
0011,0011_001689.txt,"No, said piggy carelessly.",No! said Piggy carelessly.,0.25,0.038,75.0
0011,0011_001474.txt,Come on my jack in the boxes!,Come on! My Jack in the Boxes!,0.143,0.034,85.71
0011,0011_001460.txt,That I am a born nurse.,That I am a born nurse.,0.0,0.0,100.0
0011,0011_001448.txt,"You are not a runaway,who are you?","You are not a runaway, who are you?",0.286,0.029,71.43
0011,0011_001500.txt,"Well anyway it didn't rain, he said.","Well, anyway, it didn't rain,"" he said.",0.429,0.083,57.14
0011,0011_001514.txt,A half pounds of flour and two ounces suet.,A half pounds of flour and two ounces of suet?,0.222,0.093,77.78
0011,0011_001528.txt,Put that rude grasshopper in jail!,Put that rude grasshopper in jail?,0.167,0.029,83.33
0011,0011_001702.txt,Five hundred and one million right?,"501 million, right?",0.833,0.6,16.67
0011,0011_001716.txt,A thief in the night.,A thief in the night?,0.2,0.048,80.0
0011,0011_001728.txt,It would be a hard choice.,It would be a hard choice.,0.0,0.0,100.0
0011,0011_001700.txt,Six was half way down the room.,Six was halfway down the room!,0.429,0.065,57.14
0011,0011_001714.txt,Bob goes to a new school.,Bob goes to a new school?,0.167,0.04,83.33
0011,0011_001502.txt,"This is Jack, the relatives of Tom.","This is Jack, the relatives of Tom.",0.0,0.0,100.0
0011,0011_001516.txt,"No, I burst the balloon!","No, I burst the balloon!",0.0,0.0,100.0
0011,0011_001489.txt,Let go of my top knot.,Let go of my top knot!,0.167,0.045,83.33
0011,0011_001476.txt,The hag looked in the stove.,The hag looked in the stove.,0.0,0.0,100.0
0011,0011_001462.txt,"Tom, went on eeyore gloomily.","Tom, when on Eorglumily?",0.6,0.31,40.0
0011,0011_001648.txt,In which piglet meets an elephant.,In which piglet meets an elephant?,0.167,0.029,83.33
0011,0011_001674.txt,Because he was a man with infinite resource and sagacity.,Because he was a man with infinite resource and sagacity?,0.1,0.018,90.0
0011,0011_001660.txt,"As soon as she went in, there was disorder.","As soon as she went in, there was disorder.",0.0,0.0,100.0
0011,0011_001661.txt,After a while he perceived both giants.,"After a while, he perceived both giants.",0.143,0.026,85.71
0011,0011_001675.txt,You shouldn't have pricked him with your horn.,You shouldn't have prayed them with your horn!,0.375,0.13,62.5
0011,0011_001649.txt,You may imagine how I gape.,You may imagine how I gape.,0.0,0.0,100.0
0011,0011_001463.txt,Asteroid three hundred and twenty five.,Asteroid 325,0.833,0.769,16.67
0011,0011_001477.txt,But I saw you walking.,But I saw you walking!,0.2,0.045,80.0
0011,0011_001488.txt,In my opinion that-is a good idea!,"In my opinion, that IS a good idea!",0.429,0.059,57.14
0011,0011_001517.txt,They were children of mine.,They were children of man!,0.2,0.111,80.0
0011,0011_001503.txt,The elephant and the carpenter is the longest.,The elephant and the carpenter is the longest?,0.125,0.022,87.5
0011,0011_001715.txt,It's to say how do you do with Tom's answer.,"It's to say, how do you do with Tom's answer?",0.2,0.045,80.0
0011,0011_001701.txt,I'm sure your friends can wait!,I'm sure your friends can wait.,0.167,0.032,83.33
0011,0011_001729.txt,And his heart wagged with joy like a lamb's tail.,And his heart wagged with joy like a lamb's tail?,0.1,0.02,90.0
0011,0011_001564.txt,His large mouth curled into a sneer.,His large mouth curled into a sneer?,0.143,0.028,85.71
0011,0011_001570.txt,But if you hadn't done them.,But if you hadn't done them...,0.167,0.071,83.33
0011,0011_001558.txt,it looks much better.,It looks much better.,0.0,0.0,100.0
0011,0011_001410.txt,A nauseous draught.,A NAUSIOUS draft!,0.667,0.263,33.33
0011,0011_001404.txt,They went up to the dark mass job had pointed out.,They went up to the dark. Mass job at pointing out.,0.273,0.12,72.73
0011,0011_001438.txt,"Hold up my chin, slow and solid.","Hold up my chin, slow and solid.",0.0,0.0,100.0
0011,0011_001612.txt,No thank you.,"No, thank you",0.667,0.154,33.33
0011,0011_001606.txt,Still you owe it a duty.,"Still, you owe it a duty!",0.333,0.083,66.67
0011,0011_001607.txt,"who What am I, a racer, son of god.",What am I? A racer? Son of God?,0.444,0.2,55.56
0011,0011_001613.txt,"Let it give us a chance, my precious.","Let it give us a chance, my precious.",0.0,0.0,100.0
0011,0011_001439.txt,Our thanks to God's oath.,Our thanks to God's oath!,0.2,0.04,80.0
0011,0011_001405.txt,Clear than clear water!,Clear than clear water?,0.25,0.043,75.0
0011,0011_001411.txt,Chapter ten a warm welcome.,"Chapter 10, A Warm Welcome",0.4,0.148,60.0
0011,0011_001559.txt,Such tunes are joy to a dancing fay.,Such tunes are a joy to a dancing fey!,0.25,0.111,75.0
0011,0011_001571.txt,I say neither yea nor nay.,I say neither yea nor nay.,0.0,0.0,100.0
0011,0011_001565.txt,"They were going fast, with a light clip.",They were going fast with a live clip!,0.375,0.125,62.5
0011,0011_001598.txt,I'd shoot myself. a pause.,I'd shoot myself. Pause!,0.4,0.115,60.0
0011,0011_001573.txt,He searched through the box.,He searched through the box?,0.2,0.036,80.0
0011,0011_001567.txt,I toy with my liqueur.,I toy with my liquor?,0.2,0.136,80.0
0011,0011_001407.txt,I'm as bad as I can be.,I'm as bad as I can be.,0.0,0.0,100.0
0011,0011_001413.txt,I have bunburyed all over goat on two separate occasions.,I have bum-breed all over goat on two separate occasions.,0.1,0.07,90.0
0011,0011_001605.txt,Fear neither root nor sprout!,Fear neither root nor sprout!,0.0,0.0,100.0
0011,0011_001611.txt,"From each cake, there sprang a huge dog.",From each cake there's been a huge dog,0.5,0.2,50.0
0011,0011_001639.txt,This is the way that snakes always talk.,This is the way snakes always talk?,0.25,0.15,75.0
0011,0011_001638.txt,Today isn't any other day.,Today isn't any other day!,0.2,0.038,80.0
0011,0011_001610.txt,It weighs seven point five kilogram.,It weighs 7.5 kilogram.,0.5,0.444,50.0
0011,0011_001604.txt,The song is really louding on a gate.,The song is really loud and on the gate.,0.375,0.162,62.5
0011,0011_001412.txt,Her shoes were like fishes.,Her shoes were like fishes.,0.0,0.0,100.0
0011,0011_001406.txt,Andy what's the guy to the gimble.,"Andy, what's the guy to the gimbal?",0.286,0.118,71.43
0011,0011_001566.txt,They ate beef at the butcher shop.,They ate beef at the butcher shop?,0.143,0.029,85.71
0011,0011_001572.txt,I shall say good bye.,I shall say goodbye.,0.4,0.048,60.0
0011,0011_001599.txt,Captain Tom receives an angry letter.,Captain Tom receives an angry letter?,0.167,0.027,83.33
0011,0011_001748.txt,"Dear customer,welcome to our ship.","Dear customer, welcome to our ship!",0.6,0.059,40.0
0011,0011_001589.txt,When such wanderers meet.,When such wonder is me!,0.75,0.24,25.0
0011,0011_001576.txt,"She just smiled calmly, mother knows that the best smile.",She just smiled calmly. Mother knows that the best smile.,0.1,0.018,90.0
0011,0011_001562.txt,I lent george three pounds.,I lent George three pounds!,0.2,0.037,80.0
0011,0011_001402.txt,"I did go, and made many prisoners.",I did go and made many prisoners.,0.143,0.029,85.71
0011,0011_001416.txt,"Mister share man, I move for a division.","Mr. Chairman, I move for division.",0.5,0.275,50.0
0011,0011_001628.txt,It says no way! shouted Daisy.,It says no way! Shout to Daisy.,0.333,0.1,66.67
0011,0011_001600.txt,That cloth does not look like worth much!,That cloth does not look like worth much!,0.0,0.0,100.0
0011,0011_001614.txt,"But what about this thing, sticky!",But what about this thing? Sticky?,0.333,0.059,66.67
0011,0011_001615.txt,He likes dragons very much.,He likes dragons very much.,0.0,0.0,100.0
0011,0011_001601.txt,"A lady, is on Alice's lap!",A lady is on Alice's lap?,0.333,0.077,66.67
