filename,ground_truth,prediction,ground_truth_normalized,prediction_normalized,wer,cer,length_ground_truth,length_prediction
0012_000060.wav,that i am a born nurse.,that i am a born nurse,that i am a born nurse,that i am a born nurse,0.0,0.0,6,6
0012_000061.wav,"midyear is day, shire year.",midyear is day shyer year,midyear is day shire year,midyear is day shyer year,0.2,0.12,5,5
0012_000062.wav,"tom, went on eeyore gloomily.",tom went on or gloomily,tom went on eeyore gloomily,tom went on or gloomily,0.2,0.14814814814814814,5,5
0012_000063.wav,asteroid three hundred and twenty five.,asteroid three hundred and twenty five,asteroid three hundred and twenty five,asteroid three hundred and twenty five,0.0,0.0,6,6
0012_000064.wav,and we are so thirsty!,and we are so thirsty,and we are so thirsty,and we are so thirsty,0.0,0.0,5,5
0012_000065.wav,tom could hardly speak for laughing.,tom could hardly speak for laughing,tom could hardly speak for laughing,tom could hardly speak for laughing,0.0,0.0,6,6
0012_000066.wav,shall we let barbara in?,shall we led barbara in,shall we let barbara in,shall we led barbara in,0.2,0.043478260869565216,5,5
0012_000067.wav,"i suppose no, it doesn't!",i suppose no it doesn't,i suppose no it doesnt,i suppose no it doesnt,0.0,0.0,5,5
0012_000068.wav,i do not eat bread.,i do not eat bread,i do not eat bread,i do not eat bread,0.0,0.0,5,5
0012_000069.wav,"not much use is it, sam?",not much use is it sam,not much use is it sam,not much use is it sam,0.0,0.0,6,6
0012_000070.wav,tom now let our arrows fly!,tom now let our arrows fly,tom now let our arrows fly,tom now let our arrows fly,0.0,0.0,6,6
0012_000071.wav,she was born on april nineteen forty three.,she was born on april nineteen forty three,she was born on april nineteen forty three,she was born on april nineteen forty three,0.0,0.0,8,8
0012_000072.wav,"how are you, dear child?",how are you dear child,how are you dear child,how are you dear child,0.0,0.0,5,5
0012_000073.wav,how suspicious this fox.,how suspicious this fox,how suspicious this fox,how suspicious this fox,0.0,0.0,4,4
0012_000074.wav,come on my jack in the boxes!,come on my jack in the boxes,come on my jack in the boxes,come on my jack in the boxes,0.0,0.0,7,7
0012_000075.wav,i'd far rather go without them than eat them!,i'd far rather go without them than eat them,id far rather go without them than eat them,id far rather go without them than eat them,0.0,0.0,9,9
0012_000076.wav,the hag looked in the stove.,the hag looked in the stove,the hag looked in the stove,the hag looked in the stove,0.0,0.0,6,6
0012_000077.wav,but i saw you walking.,but i saw you walking,but i saw you walking,but i saw you walking,0.0,0.0,5,5
0012_000078.wav,the art quite safe with me.,the art quite safe with me,the art quite safe with me,the art quite safe with me,0.0,0.0,6,6
0012_000079.wav,all my gum tips gone as well.,all my gum tips gone as well,all my gum tips gone as well,all my gum tips gone as well,0.0,0.0,7,7
0012_000080.wav,then there was a report.,then there was a report,then there was a report,then there was a report,0.0,0.0,5,5
0012_000081.wav,and i never had a whooping cough why.,and i never had a whooping cough why,and i never had a whooping cough why,and i never had a whooping cough why,0.0,0.0,8,8
0012_000082.wav,a fair jaw cracker dwarf language must be!,a fair jaw cracker dwarf language must be,a fair jaw cracker dwarf language must be,a fair jaw cracker dwarf language must be,0.0,0.0,8,8
0012_000083.wav,be off now as quick as you may!,be off now as quick as you may,be off now as quick as you may,be off now as quick as you may,0.0,0.0,8,8
0012_000084.wav,by hook or by crook.,by hook or by crook,by hook or by crook,by hook or by crook,0.0,0.0,5,5
0012_000085.wav,suppose i take grandmother a fresh vegetable.,suppose i take grandmother afresh vegetable,suppose i take grandmother a fresh vegetable,suppose i take grandmother afresh vegetable,0.2857142857142857,0.022727272727272728,7,6
0012_000086.wav,and tick a tack too.,and tike a tack too,and tick a tack too,and tike a tack too,0.2,0.10526315789473684,5,5
0012_000087.wav,a hippo lives in the zoo.,ahippo lives in the zoo,a hippo lives in the zoo,ahippo lives in the zoo,0.3333333333333333,0.041666666666666664,6,5
0012_000088.wav,in my opinion that-is a good idea!,in my opinion that is a good idea,in my opinion thatis a good idea,in my opinion that is a good idea,0.2857142857142857,0.03125,7,8
0012_000089.wav,let go of my top knot.,let go of my top knot,let go of my top knot,let go of my top knot,0.0,0.0,6,6
0012_000090.wav,and they did push so!,and they did push so,and they did push so,and they did push so,0.0,0.0,5,5
0012_000091.wav,we expected tom would jump for joy.,we expected tom would jump for joy,we expected tom would jump for joy,we expected tom would jump for joy,0.0,0.0,7,7
0012_000092.wav,does the one that wins get the crowned?,does the one that winds get the crowned,does the one that wins get the crowned,does the one that winds get the crowned,0.125,0.02631578947368421,8,8
0012_000093.wav,to buy two pork chops.,to buy two pork chops,to buy two pork chops,to buy two pork chops,0.0,0.0,5,5
0012_000094.wav,they found a cow grazing in a field.,they found a cow grazing in a field,they found a cow grazing in a field,they found a cow grazing in a field,0.0,0.0,8,8
0012_000095.wav,aha what i have we here?,aha what i have we here,aha what i have we here,aha what i have we here,0.0,0.0,6,6
0012_000096.wav,i don't painted tiger.,i don't painted tiger,i dont painted tiger,i dont painted tiger,0.0,0.0,4,4
0012_000097.wav,confess that you opened the thirteenth door.,confess that you opened the thirteenth door,confess that you opened the thirteenth door,confess that you opened the thirteenth door,0.0,0.0,7,7
0012_000098.wav,said the witch.,said the witch,said the witch,said the witch,0.0,0.0,3,3
0012_000099.wav,i've hit the wrong nose.,i've hit the wrong nose,ive hit the wrong nose,ive hit the wrong nose,0.0,0.0,5,5
0012_000100.wav,"well anyhow it didn't rain, he said.",well anyhow it didn't rain he said,well anyhow it didnt rain he said,well anyhow it didnt rain he said,0.0,0.0,7,7
0012_000101.wav,"it's me piglit, help help!",it's me piglet help help,its me piglit help help,its me piglet help help,0.2,0.043478260869565216,5,5
0012_000102.wav,"this is jack, the relatives of tom.",this is jack the relatives of tom,this is jack the relatives of tom,this is jack the relatives of tom,0.0,0.0,7,7
0012_000103.wav,the elephant and the carpenter is the longest.,the elephant and the carpenter is the longest,the elephant and the carpenter is the longest,the elephant and the carpenter is the longest,0.0,0.0,8,8
0012_000104.wav,here am i whom you seek.,here am i whom you seek,here am i whom you seek,here am i whom you seek,0.0,0.0,6,6
0012_000105.wav,he was killed by an arrow.,he was killed by an arrow,he was killed by an arrow,he was killed by an arrow,0.0,0.0,6,6
0012_000106.wav,i guess it's a choice feast.,i guess it's a choice feast,i guess its a choice feast,i guess its a choice feast,0.0,0.0,6,6
0012_000107.wav,tom and michael woke up next morning.,tom and michael woke up next morning,tom and michael woke up next morning,tom and michael woke up next morning,0.0,0.0,7,7
0012_000108.wav,the squire himself showed perfect.,the squire himself showed perfect,the squire himself showed perfect,the squire himself showed perfect,0.0,0.0,5,5
0012_000109.wav,if they mother knew it.,if they mother knew it,if they mother knew it,if they mother knew it,0.0,0.0,5,5
0012_000110.wav,act drop second act scene.,act drop second act scene,act drop second act scene,act drop second act scene,0.0,0.0,5,5
0012_000111.wav,we nightly dance our heyday guise.,we knightly dance our hay day guise,we nightly dance our heyday guise,we knightly dance our hay day guise,0.5,0.09090909090909091,6,7
0012_000112.wav,"clown, to call him joey.",clown to call him joy,clown to call him joey,clown to call him joy,0.2,0.045454545454545456,5,5
0012_000113.wav,mister lawson saw george last night.,mister lawson saw george last night,mister lawson saw george last night,mister lawson saw george last night,0.0,0.0,6,6
0012_000114.wav,a half pounds of flour and two ounces suet.,a half pounds of flour and two ounces suet,a half pounds of flour and two ounces suet,a half pounds of flour and two ounces suet,0.0,0.0,9,9
0012_000115.wav,"he might call it, for example.",he might call it for example,he might call it for example,he might call it for example,0.0,0.0,6,6
0012_000116.wav,"no, i burst the balloon!",no i burst the balloon,no i burst the balloon,no i burst the balloon,0.0,0.0,5,5
0012_000117.wav,they were children of mine.,they were children of mine,they were children of mine,they were children of mine,0.0,0.0,5,5
0012_000118.wav,look out! said alice.,look out said alice,look out said alice,look out said alice,0.0,0.0,4,4
0012_000119.wav,the owl flew into a bush.,the owl flew into a bush,the owl flew into a bush,the owl flew into a bush,0.0,0.0,6,6
0012_000120.wav,our king george is labourers.,our king george is laborer's,our king george is labourers,our king george is laborers,0.2,0.03571428571428571,5,5
0012_000121.wav,finn and the fairy shoemaker.,finn and the fairy shoemaker,finn and the fairy shoemaker,finn and the fairy shoemaker,0.0,0.0,5,5
0012_000122.wav,am i an absolute pauper?,am i an absolute pauper,am i an absolute pauper,am i an absolute pauper,0.0,0.0,5,5
0012_000123.wav,i am from towel land.,i am from towerland,i am from towel land,i am from towerland,0.4,0.1,5,4
0012_000124.wav,"you know, answers to the name of tom's son.",you no answers to the name of tom's son,you know answers to the name of toms son,you no answers to the name of toms son,0.1111111111111111,0.05,9,9
0012_000125.wav,to catch that bulrush root with my paw!,to catch that bulrush root with my paw,to catch that bulrush root with my paw,to catch that bulrush root with my paw,0.0,0.0,8,8
0012_000126.wav,this turn goes to the hill.,this turn goes to the hill,this turn goes to the hill,this turn goes to the hill,0.0,0.0,6,6
0012_000127.wav,cos i know i had some honey.,cause i know i had some honey,cos i know i had some honey,cause i know i had some honey,0.14285714285714285,0.1111111111111111,7,7
0012_000128.wav,put that rude grasshopper in jail!,put that rude grasshopper in jail,put that rude grasshopper in jail,put that rude grasshopper in jail,0.0,0.0,6,6
0012_000129.wav,a large flat ferry boat was moored beside-it.,a large flat ferry boat was moored beside it,a large flat ferry boat was moored besideit,a large flat ferry boat was moored beside it,0.25,0.023255813953488372,8,9
0012_000130.wav,and would spoil my joke.,and would spoil my joke,and would spoil my joke,and would spoil my joke,0.0,0.0,5,5
0012_000131.wav,it must come sometimes to jam a day.,it must come sometimes to jamaday,it must come sometimes to jam a day,it must come sometimes to jamaday,0.375,0.05714285714285714,8,6
0012_000132.wav,i thank you for this mercy!,i thank you for this mercy,i thank you for this mercy,i thank you for this mercy,0.0,0.0,6,6
0012_000133.wav,i smell the breath of an english.,i smelled the breath of an english,i smell the breath of an english,i smelled the breath of an english,0.14285714285714285,0.0625,7,7
0012_000134.wav,rare rabbit had a little apron.,rare rabbit had a little apron,rare rabbit had a little apron,rare rabbit had a little apron,0.0,0.0,6,6
0012_000135.wav,i blinked my eyes hard.,i blinked my eyes hard,i blinked my eyes hard,i blinked my eyes hard,0.0,0.0,5,5
0012_000136.wav,she has eaten the tapioca all-of it.,she has eaten the tapioca all of it,she has eaten the tapioca allof it,she has eaten the tapioca all of it,0.2857142857142857,0.029411764705882353,7,8
0012_000137.wav,let the glass globe be.,let the glass globe be,let the glass globe be,let the glass globe be,0.0,0.0,5,5
0012_000138.wav,but one requires the explorer to furnish proofs.,but one requires the explorer to furnish proofs,but one requires the explorer to furnish proofs,but one requires the explorer to furnish proofs,0.0,0.0,8,8
0012_000139.wav,cuckoos is downheaded and crying.,cuckooz is downheaded and crying,cuckoos is downheaded and crying,cuckooz is downheaded and crying,0.2,0.03125,5,5
0012_000140.wav,what an impetuous boy he is!,what an impetuous boy he is,what an impetuous boy he is,what an impetuous boy he is,0.0,0.0,6,6
0012_000141.wav,can i lodge here tonight?,can i lodge here to night,can i lodge here tonight,can i lodge here to night,0.4,0.041666666666666664,5,6
0012_000142.wav,wake now my merry tads!,wake now my merry tads,wake now my merry tads,wake now my merry tads,0.0,0.0,5,5
0012_000143.wav,pussy can sit by the fire and sing.,pussy can sit by the fire and sing,pussy can sit by the fire and sing,pussy can sit by the fire and sing,0.0,0.0,8,8
0012_000144.wav,we all see panda on tv or in the zoo.,we all see panda on t v or in the zoo,we all see panda on tv or in the zoo,we all see panda on t v or in the zoo,0.2,0.027777777777777776,10,11
0012_000145.wav,reed by the living pool!,read by the living pool,reed by the living pool,read by the living pool,0.2,0.043478260869565216,5,5
0012_000146.wav,"he said to jack, the chatterer.",he said to jack the chatterer,he said to jack the chatterer,he said to jack the chatterer,0.0,0.0,6,6
0012_000147.wav,and there you'll find a snap dragon fly.,and there you'll find a snapdragon fly,and there youll find a snap dragon fly,and there youll find a snapdragon fly,0.25,0.02631578947368421,8,7
0012_000148.wav,"and on the top of them, came winnie, the cute bear.",and on the top of them came winnie the cute bear,and on the top of them came winnie the cute bear,and on the top of them came winnie the cute bear,0.0,0.0,11,11
0012_000149.wav,my winding sheet!,my winding sheet,my winding sheet,my winding sheet,0.0,0.0,3,3
0012_000150.wav,i hope you enjoyed yourself?,i hope you enjoyed yourself,i hope you enjoyed yourself,i hope you enjoyed yourself,0.0,0.0,5,5
0012_000151.wav,all the way to china is home.,all the way to china is home,all the way to china is home,all the way to china is home,0.0,0.0,7,7
0012_000152.wav,guilty for what do you rule?,guilty for what do you rule,guilty for what do you rule,guilty for what do you rule,0.0,0.0,6,6
0012_000153.wav,but we are not high yet.,but we are not high yet,but we are not high yet,but we are not high yet,0.0,0.0,6,6
0012_000154.wav,he dreamt them all night.,he dreamt them all night,he dreamt them all night,he dreamt them all night,0.0,0.0,5,5
0012_000155.wav,this speech roused dame ilse to anger.,this speech roused dame ils to anger,this speech roused dame ilse to anger,this speech roused dame ils to anger,0.14285714285714285,0.02702702702702703,7,7
0012_000156.wav,the eye could not catch them.,the eye could not catch them,the eye could not catch them,the eye could not catch them,0.0,0.0,6,6
0012_000157.wav,"blackbird, and jay.",blackbird and jay,blackbird and jay,blackbird and jay,0.0,0.0,3,3
0012_000158.wav,it looks much better.,it looks much better,it looks much better,it looks much better,0.0,0.0,4,4
0012_000159.wav,such tunes are joy to a dancing fay.,such tomes are joyed to a dancing fay,such tunes are joy to a dancing fay,such tomes are joyed to a dancing fay,0.25,0.11428571428571428,8,8
0012_000160.wav,"kitty, can you play chess?",kitty can you play chess,kitty can you play chess,kitty can you play chess,0.0,0.0,5,5
0012_000161.wav,that's a full grown colt.,that's a full grown cult,thats a full grown colt,thats a full grown cult,0.2,0.043478260869565216,5,5
0012_000162.wav,i lent george three pounds.,i lent george three pounds,i lent george three pounds,i lent george three pounds,0.0,0.0,5,5
0012_000163.wav,how they went to the mountains to eat nuts.,how they went to the mountains to eat nuts,how they went to the mountains to eat nuts,how they went to the mountains to eat nuts,0.0,0.0,9,9
0012_000164.wav,his large mouth curled into a sneer.,his large mouth curled into a sneer,his large mouth curled into a sneer,his large mouth curled into a sneer,0.0,0.0,7,7
0012_000165.wav,"they were going fast, with a light clip.",they were going fast with a light clip,they were going fast with a light clip,they were going fast with a light clip,0.0,0.0,8,8
0012_000166.wav,they ate beef at the butcher shop.,they ate beef at the butcher shop,they ate beef at the butcher shop,they ate beef at the butcher shop,0.0,0.0,7,7
0012_000167.wav,i toy with my liqueur.,i toy with my liquor,i toy with my liqueur,i toy with my liquor,0.2,0.09523809523809523,5,5
0012_000168.wav,"i said you looked like an egg, sir.",i said you looked like an egg sir,i said you looked like an egg sir,i said you looked like an egg sir,0.0,0.0,8,8
0012_000169.wav,sam waved his arm vaguely.,sam waved his arm vaguely,sam waved his arm vaguely,sam waved his arm vaguely,0.0,0.0,5,5
0012_000170.wav,but if you hadn't done them.,but if you hadn't done them,but if you hadnt done them,but if you hadnt done them,0.0,0.0,6,6
0012_000171.wav,i say neither yea nor nay.,i say neither yea nor nay,i say neither yea nor nay,i say neither yea nor nay,0.0,0.0,6,6
0012_000172.wav,i shall say good bye.,i shall say good bye,i shall say good bye,i shall say good bye,0.0,0.0,5,5
0012_000173.wav,he searched through the box.,he searched through the box,he searched through the box,he searched through the box,0.0,0.0,5,5
0012_000174.wav,i pay half a crown a week extra.,i pay half a crown a week extra,i pay half a crown a week extra,i pay half a crown a week extra,0.0,0.0,8,8
0012_000175.wav,all this have we won by our labour.,all this have we won by our labour,all this have we won by our labour,all this have we won by our labour,0.0,0.0,8,8
0012_000176.wav,"she just smiled calmly, mother knows that is the best smile.",she just smiled calmly mother knows that is the best smile,she just smiled calmly mother knows that is the best smile,she just smiled calmly mother knows that is the best smile,0.0,0.0,11,11
0012_000177.wav,tom fell with a cloven head.,tom fell with a cloven head,tom fell with a cloven head,tom fell with a cloven head,0.0,0.0,6,6
0012_000178.wav,and vowed he'd change the pigtail's place.,and vowed he changed the pigtail's place,and vowed hed change the pigtails place,and vowed he changed the pigtails place,0.2857142857142857,0.05128205128205128,7,7
0012_000179.wav,daisy creams with pink edges.,daisy creams with pink edges,daisy creams with pink edges,daisy creams with pink edges,0.0,0.0,5,5
0012_000180.wav,toast from the bread fruit tree.,toast from the bred fruit tree,toast from the bread fruit tree,toast from the bred fruit tree,0.16666666666666666,0.03225806451612903,6,6
0012_000181.wav,"first, issue a reward.",first issue a reward,first issue a reward,first issue a reward,0.0,0.0,4,4
0012_000182.wav,age forty five if a day a lie.,age forty five if a day a lie,age forty five if a day a lie,age forty five if a day a lie,0.0,0.0,8,8
0012_000183.wav,fresh pain seized paul's body.,fresh pain seized paul's body,fresh pain seized pauls body,fresh pain seized pauls body,0.0,0.0,5,5
0012_000184.wav,"we have been fine, haven't we?",we have been fine haven't we,we have been fine havent we,we have been fine havent we,0.0,0.0,6,6
0012_000185.wav,the new born baby is stolen as we go.,the new born baby is stolen as we go,the new born baby is stolen as we go,the new born baby is stolen as we go,0.0,0.0,9,9
0012_000186.wav,she jump at the tail and bite it savagely.,she jumped at the tail and bited savagely,she jump at the tail and bite it savagely,she jumped at the tail and bited savagely,0.3333333333333333,0.12195121951219512,9,8
0012_000187.wav,an hour out of guildford town.,an hour out of guildford town,an hour out of guildford town,an hour out of guildford town,0.0,0.0,6,6
0012_000188.wav,now quicker the fiddle went.,now quicker the fiddle went,now quicker the fiddle went,now quicker the fiddle went,0.0,0.0,5,5
0012_000189.wav,when such wanderers meet.,when such wanderers meet,when such wanderers meet,when such wanderers meet,0.0,0.0,4,4
0012_000190.wav,and they were sandy yellow brownish all over.,and they were sandy yellow brownish all over,and they were sandy yellow brownish all over,and they were sandy yellow brownish all over,0.0,0.0,8,8
0012_000191.wav,i make her quite nervy at times.,i make her quite nervy at times,i make her quite nervy at times,i make her quite nervy at times,0.0,0.0,7,7
0012_000192.wav,i have had to grow old.,i have had to grow old,i have had to grow old,i have had to grow old,0.0,0.0,6,6
0012_000193.wav,please hire me after you.,please hire me after you,please hire me after you,please hire me after you,0.0,0.0,5,5
0012_000194.wav,"yes, i miss her.",yes i miss her,yes i miss her,yes i miss her,0.0,0.0,4,4
0012_000195.wav,a boat put out-on the bay.,a boat put out on the bay,a boat put outon the bay,a boat put out on the bay,0.3333333333333333,0.041666666666666664,6,7
0012_000196.wav,clear are your eyes and bright your breath!,clear are your eyes and bright your breath,clear are your eyes and bright your breath,clear are your eyes and bright your breath,0.0,0.0,8,8
0012_000197.wav,"fur flew through the air, teeth gnashed.",fir flew through the air teeth gnashed,fur flew through the air teeth gnashed,fir flew through the air teeth gnashed,0.14285714285714285,0.02631578947368421,7,7
0012_000198.wav,i'd shoot myself. a pause.,i'd shoot myself a pause,id shoot myself a pause,id shoot myself a pause,0.0,0.0,5,5
0012_000199.wav,captain tom receives an angry letter.,captain tom receives an angry letter,captain tom receives an angry letter,captain tom receives an angry letter,0.0,0.0,6,6
0012_000200.wav,that cloth does not look worth much!,that cloth does not look worth much,that cloth does not look worth much,that cloth does not look worth much,0.0,0.0,7,7
0012_000201.wav,"a lady, is on alice's lap!",a lady is on alice's lap,a lady is on alices lap,a lady is on alices lap,0.0,0.0,6,6
0012_000202.wav,that sounds good.,that sounds good,that sounds good,that sounds good,0.0,0.0,3,3
0012_000203.wav,i was not grabbed.,i was not grabbed,i was not grabbed,i was not grabbed,0.0,0.0,4,4
0012_000204.wav,the song is really louding on a gate.,the song is really louding on a gate,the song is really louding on a gate,the song is really louding on a gate,0.0,0.0,8,8
0012_000205.wav,fear neither root nor sprout!,feared neither root nor sprout,fear neither root nor sprout,feared neither root nor sprout,0.2,0.07142857142857142,5,5
0012_000206.wav,still you owe it a duty.,still you owe it a duty,still you owe it a duty,still you owe it a duty,0.0,0.0,6,6
0012_000207.wav,"what am i, i'm a racer, son of god.",what am i i am a racer son of god,what am i im a racer son of god,what am i i am a racer son of god,0.2222222222222222,0.06451612903225806,9,10
0012_000208.wav,"however, somebody killed something.",however somebody killed something,however somebody killed something,however somebody killed something,0.0,0.0,4,4
0012_000209.wav,a raging fire was-in his eyes.,a raging fire was in his eyes,a raging fire wasin his eyes,a raging fire was in his eyes,0.3333333333333333,0.03571428571428571,6,7
0012_000210.wav,it weighs seven point five kilogram.,it weighs seven point five kilogram,it weighs seven point five kilogram,it weighs seven point five kilogram,0.0,0.0,6,6
0012_000211.wav,"from each cake, there sprang a huge dog.",from each cake there sprang a huge dog,from each cake there sprang a huge dog,from each cake there sprang a huge dog,0.0,0.0,8,8
0012_000212.wav,no thank you.,no thank you,no thank you,no thank you,0.0,0.0,3,3
0012_000213.wav,"let it give us a chance, my precious.",let it give us a chance my precious,let it give us a chance my precious,let it give us a chance my precious,0.0,0.0,8,8
0012_000214.wav,"but what about this thing, sticky!",but what about this thing sticky,but what about this thing sticky,but what about this thing sticky,0.0,0.0,6,6
0012_000215.wav,he likes dragons very much.,he likes dragons very much,he likes dragons very much,he likes dragons very much,0.0,0.0,5,5
0012_000216.wav,it isn't picked at all.,it isn't picked at all,it isnt picked at all,it isnt picked at all,0.0,0.0,5,5
0012_000217.wav,you cruelty shall cost your life !,you cruelty shall cost your life,you cruelty shall cost your life,you cruelty shall cost your life,0.0,0.0,6,6
0012_000218.wav,i'll send for tom to my boudoir.,i'll send for tom to my boudoi,ill send for tom to my boudoir,ill send for tom to my boudoi,0.14285714285714285,0.03333333333333333,7,7
0012_000219.wav,but the tune isn't his own invention.,but the tune isn't his own invention,but the tune isnt his own invention,but the tune isnt his own invention,0.0,0.0,7,7
0012_000220.wav,her paw went into your eye?,her paw went into your eye,her paw went into your eye,her paw went into your eye,0.0,0.0,6,6
0012_000221.wav,i am a selfish sinner.,i am a selfish sinner,i am a selfish sinner,i am a selfish sinner,0.0,0.0,5,5
0012_000222.wav,ask god to help you.,ask god to help you,ask god to help you,ask god to help you,0.0,0.0,5,5
0012_000223.wav,"pick, pick, pick!",pick pick pick,pick pick pick,pick pick pick,0.0,0.0,3,3
0012_000224.wav,do you know the lid opens?,do you know the lid opens,do you know the lid opens,do you know the lid opens,0.0,0.0,6,6
0012_000225.wav,her existence makes him pleasant.,her existence makes him pleasant,her existence makes him pleasant,her existence makes him pleasant,0.0,0.0,5,5
0012_000226.wav,and the next day. nurse will be released.,and the next day nurse will be released,and the next day nurse will be released,and the next day nurse will be released,0.0,0.0,8,8
0012_000227.wav,"born once every one hundred years, dies in flames!",born once every one hundred years dies in flames,born once every one hundred years dies in flames,born once every one hundred years dies in flames,0.0,0.0,9,9
0012_000228.wav,it says no way! shouted daisy.,it says no way shouted daisy,it says no way shouted daisy,it says no way shouted daisy,0.0,0.0,6,6
0012_000229.wav,the first year they sowed rye.,the first year they sowed ry,the first year they sowed rye,the first year they sowed ry,0.16666666666666666,0.034482758620689655,6,6
0012_000230.wav,your own wife is not at home.,your own wife is not at home,your own wife is not at home,your own wife is not at home,0.0,0.0,7,7
0012_000231.wav,he told me that i ought to change.,he told me that i ought to change,he told me that i ought to change,he told me that i ought to change,0.0,0.0,8,8
0012_000232.wav,"will call her lili, for short.",will call her lily for short,will call her lili for short,will call her lily for short,0.16666666666666666,0.03571428571428571,6,6
0012_000233.wav,why should i care though david's lips were twitching?,why should i care though david's lips were twitching,why should i care though davids lips were twitching,why should i care though davids lips were twitching,0.0,0.0,9,9
0012_000234.wav,"hurry up, hurry up!",hurry up hurry up,hurry up hurry up,hurry up hurry up,0.0,0.0,4,4
0012_000235.wav,"if not, i shall go no further.",if not i shall go no further,if not i shall go no further,if not i shall go no further,0.0,0.0,7,7
0012_000236.wav,how rash you are!,how rash you are,how rash you are,how rash you are,0.0,0.0,4,4
0012_000237.wav,what would they do at the end of the year?,what would they do at the end of the year,what would they do at the end of the year,what would they do at the end of the year,0.0,0.0,10,10
0012_000238.wav,today isn't any other day.,to day isn't any other day,today isnt any other day,to day isnt any other day,0.4,0.041666666666666664,5,6
0012_000239.wav,this is the way that snakes always talk.,this is the way that snakes always talk,this is the way that snakes always talk,this is the way that snakes always talk,0.0,0.0,8,8
0012_000240.wav,both side were softly curved.,both side were softly curved,both side were softly curved,both side were softly curved,0.0,0.0,5,5
0012_000241.wav,we have showed his shark tooth.,we have showed his sharp tooth,we have showed his shark tooth,we have showed his sharp tooth,0.16666666666666666,0.03333333333333333,6,6
0012_000242.wav,give me your hand or i will cry harder than before.,give me your hand or i will cry harder than before,give me your hand or i will cry harder than before,give me your hand or i will cry harder than before,0.0,0.0,11,11
0012_000243.wav,and has you slain him?,and has you slain him,and has you slain him,and has you slain him,0.0,0.0,5,5
0012_000244.wav,off for the prison ship.,off for the prisonship,off for the prison ship,off for the prisonship,0.4,0.043478260869565216,5,4
0012_000245.wav,do you think it's a woozle?,do you think it's a woozle,do you think its a woozle,do you think its a woozle,0.0,0.0,6,6
0012_000246.wav,we can not do it sir.,we cannot do it sir,we can not do it sir,we cannot do it sir,0.3333333333333333,0.05,6,5
0012_000247.wav,she and i are running a neck and neck race.,she and i are running a neck and neck race,she and i are running a neck and neck race,she and i are running a neck and neck race,0.0,0.0,10,10
0012_000248.wav,in which piglet meets a elephant.,in which piglet meets a elephant,in which piglet meets a elephant,in which piglet meets a elephant,0.0,0.0,6,6
0012_000249.wav,you may imagine how i gape.,you may imagine how i gape,you may imagine how i gape,you may imagine how i gape,0.0,0.0,6,6
0012_000250.wav,her kind and firm glance.,her kind and firm glance,her kind and firm glance,her kind and firm glance,0.0,0.0,5,5
0012_000251.wav,the ladybug told them proudly.,the ladybug told them proudly,the ladybug told them proudly,the ladybug told them proudly,0.0,0.0,5,5
0012_000252.wav,i am run off my feet.,i am run off my feet,i am run off my feet,i am run off my feet,0.0,0.0,6,6
0012_000253.wav,i have a soothsayer.,i have a soothsayer,i have a soothsayer,i have a soothsayer,0.0,0.0,4,4
0012_000254.wav,she laughed.,she laughed,she laughed,she laughed,0.0,0.0,2,2
0012_000255.wav,"this was the twenty fifth of november, seventeen eighty three.",this was the twenty fifth of november seventeen eighty three,this was the twenty fifth of november seventeen eighty three,this was the twenty fifth of november seventeen eighty three,0.0,0.0,10,10
0012_000256.wav,i must have two to fetch and carry.,i must have two to fetch and carry,i must have two to fetch and carry,i must have two to fetch and carry,0.0,0.0,8,8
0012_000257.wav,i would scoff at these followers.,i would scoff at these followers,i would scoff at these followers,i would scoff at these followers,0.0,0.0,6,6
0012_000258.wav,"mum shuts one's mouth up, doesn't it.",mum shuts one's mouth up doesn't it,mum shuts ones mouth up doesnt it,mum shuts ones mouth up doesnt it,0.0,0.0,7,7
0012_000259.wav,the song is called ways and means.,the song is called ways and means,the song is called ways and means,the song is called ways and means,0.0,0.0,7,7
0012_000260.wav,"as soon as she went in, there was disorder.",as soon as she went in there was disorder,as soon as she went in there was disorder,as soon as she went in there was disorder,0.0,0.0,9,9
0012_000261.wav,after a while he perceived both giants.,after awhile he perceived both giants,after a while he perceived both giants,after awhile he perceived both giants,0.2857142857142857,0.02631578947368421,7,6
0012_000262.wav,i believe you are one of them!,i believe you are one of them,i believe you are one of them,i believe you are one of them,0.0,0.0,7,7
0012_000263.wav,she said in subdued voice.,she said in subdued voice,she said in subdued voice,she said in subdued voice,0.0,0.0,5,5
0012_000264.wav,slam the doors and wedge them!,slammed the doors and wedged them,slam the doors and wedge them,slammed the doors and wedged them,0.3333333333333333,0.13793103448275862,6,6
0012_000265.wav,i've just shot a stag.,i've just shot a stag,ive just shot a stag,ive just shot a stag,0.0,0.0,5,5
0012_000266.wav,we may join with that power.,we may join with that power,we may join with that power,we may join with that power,0.0,0.0,6,6
0012_000267.wav,chapter eleven on the doorstep.,chapter eleven on the doorstep,chapter eleven on the doorstep,chapter eleven on the doorstep,0.0,0.0,5,5
0012_000268.wav,he showed no signs of age.,he showed no signs of age,he showed no signs of age,he showed no signs of age,0.0,0.0,6,6
0012_000269.wav,but show me now your map!,but show me now your map,but show me now your map,but show me now your map,0.0,0.0,6,6
